CHROM	Start	End	Strand	GeneID
chr16	28842411	28846348	-	ENSG00000178952
chr16	28863843	28874205	+	ENSG00000178188
chr16	28878488	28904466	+	ENSG00000196296
chr16	28904421	28925238	-	ENSG00000177548
chr16	28931971	28939342	+	ENSG00000177455
chr16	28950937	28967092	+	ENSG00000176953
chr16	28974778	28984543	+	ENSG00000169682
chr16	28985052	28990784	+	ENSG00000213658
chr16	29381310	29406711	-	ENSG00000254206
chr16	29443230	29454347	-	ENSG00000261740
chr16	29453593	29454351	-	ENSG00000183336
chr16	29454533	29458219	+	ENSG00000181625
chr16	29459913	29464966	+	ENSG00000213648
chr16	29483534	29506408	-	ENSG00000169203
chr16	29663247	29670876	+	ENSG00000197471
chr16	29679180	29698699	+	ENSG00000103485
chr16	29742463	29745990	-	ENSG00000185905
chr16	29778256	29782973	+	ENSG00000174992
chr16	29790751	29805384	+	ENSG00000079616
chr16	29806529	29811164	+	ENSG00000103495
chr16	29812193	29815881	+	ENSG00000167371
chr16	29812261	29820092	+	ENSG00000280893
chr16	29816152	29822489	+	ENSG00000280789
chr16	29817239	29830627	+	ENSG00000281348
chr16	29820462	29848021	+	ENSG00000013364
chr16	29858357	29863226	-	ENSG00000103502
chr16	29871159	29899550	-	ENSG00000174938
chr16	29900488	29906056	+	ENSG00000174939
chr16	29906339	29926226	-	ENSG00000174943
chr16	29962079	29973048	+	ENSG00000149932
chr16	29973868	29988393	+	ENSG00000149930
chr16	29992330	29995617	-	ENSG00000149929
chr16	29996241	30005791	+	ENSG00000169592
chr16	30005514	30011027	-	ENSG00000149927
chr16	30023198	30024704	+	ENSG00000167194
chr16	30024427	30031271	-	ENSG00000149926
chr16	30053151	30070414	+	ENSG00000285043
chr16	30065760	30070414	+	ENSG00000149925
chr16	30075994	30085376	+	ENSG00000149923
chr16	30085793	30091924	-	ENSG00000149922
chr16	30092314	30096213	-	ENSG00000090238
chr16	30104810	30113537	-	ENSG00000102886
chr16	30114105	30123220	-	ENSG00000102882
chr16	30183602	30189076	+	ENSG00000102879
chr16	30192932	30193666	-	ENSG00000169627
chr16	30193875	30197561	+	ENSG00000132207
chr16	30199255	30204310	+	ENSG00000261052
chr16	30222897	30248479	-	ENSG00000198064
chr16	30350773	30355308	-	ENSG00000169217
chr16	30357102	30370494	-	ENSG00000169221
chr16	30374802	30377991	+	ENSG00000180209
chr16	30395420	30400108	+	ENSG00000180035
chr16	30378135	30382561	-	ENSG00000180096
chr16	30407606	30419414	+	ENSG00000179965
chr16	30423615	30430030	-	ENSG00000179958
chr16	30443631	30445874	-	ENSG00000179918
chr16	30472742	30523185	+	ENSG00000005844
chr16	30524004	30526566	-	ENSG00000169957
chr16	30525923	30534852	-	ENSG00000261459
chr16	30530367	30534858	-	ENSG00000169955
chr16	30553764	30558374	-	ENSG00000169951
chr16	30569726	30571714	-	ENSG00000229809
chr16	30580656	30585697	-	ENSG00000197162
chr16	30602558	30610389	-	ENSG00000156853
chr16	30610211	30610351	-	ENSG00000289491
chr16	30650960	30656413	+	ENSG00000156858
chr16	30658431	30670810	+	ENSG00000156860
chr16	30699171	30741409	+	ENSG00000080603
chr16	30704067	30745169	+	ENSG00000282034
chr16	30740642	30745196	+	ENSG00000281991
chr16	30748425	30761176	+	ENSG00000156873
chr16	30757423	30762062	-	ENSG00000196118
chr16	30762322	30776307	+	ENSG00000103549
chr16	30778456	30787205	-	ENSG00000102870
chr16	30887795	30894077	-	ENSG00000099385
chr16	30896614	30903547	+	ENSG00000150281
chr16	30923572	30948783	+	ENSG00000099364
chr16	30949068	30954938	+	ENSG00000175938
chr16	30957754	30984664	+	ENSG00000099381
chr16	30985207	30989147	+	ENSG00000099377
chr16	30989256	31010638	-	ENSG00000099365
chr16	31033558	31040164	+	ENSG00000103496
chr16	31060847	31074240	-	ENSG00000167394
chr16	31074422	31084196	+	ENSG00000167395
chr16	31083437	31088943	-	ENSG00000151006
chr16	31086868	31094956	-	ENSG00000255439
chr16	31090854	31094797	-	ENSG00000167397
chr16	31108386	31112791	+	ENSG00000103507
chr16	31117664	31131359	+	ENSG00000103510
chr16	31131433	31135727	-	ENSG00000052344
chr16	31138926	31150066	-	ENSG00000178226
chr16	31180139	31191605	+	ENSG00000089280
chr16	31201486	31202760	-	ENSG00000103490
chr16	31214119	31231537	+	ENSG00000177238
chr16	31215962	31217135	-	ENSG00000169900
chr16	31259975	31332877	+	ENSG00000169896
chr16	31355176	31382999	+	ENSG00000140678
chr16	31393335	31426505	+	ENSG00000156886
chr16	31427731	31428360	-	ENSG00000156885
chr16	31435434	31442789	-	ENSG00000176723
chr16	31459501	31467165	+	ENSG00000140691
chr16	31472152	31477958	+	ENSG00000140682
chr16	31483123	31490769	+	ENSG00000140675
chr16	31489475	31508391	-	ENSG00000140688
chr16	31527900	31528803	+	ENSG00000169877
chr16	31713244	31761565	+	ENSG00000197302
chr16	31873807	31917357	+	ENSG00000185947
chr16	32253286	32255928	+	ENSG00000205456
chr16	32673530	32676165	-	ENSG00000183632
chr16	33194226	33196858	+	ENSG00000205457
chr16	33304306	33306945	+	ENSG00000275034
chr16	33360841	33363478	+	ENSG00000261509
chr16	33459612	33462249	+	ENSG00000278848
chr16	33844784	33845229	-	ENSG00000259680
chr16	34351499	34381110	-	ENSG00000284209
chr16	46578591	46621379	-	ENSG00000171241
chr16	46656132	46689178	-	ENSG00000069329
chr16	46689659	46698394	+	ENSG00000091651
chr16	46702282	46748344	-	ENSG00000140795
chr16	46796603	46831180	-	ENSG00000155330
chr16	46884362	46931289	+	ENSG00000166123
chr16	46955362	46973674	-	ENSG00000069345
chr16	47077703	47143945	-	ENSG00000171208
chr16	47154391	47461063	-	ENSG00000129636
chr16	47461331	47701523	+	ENSG00000102893
chr16	48080882	48155993	-	ENSG00000140798
chr16	48165773	48247539	-	ENSG00000121270
chr16	48244300	48357349	+	ENSG00000102910
chr16	48360531	48385413	-	ENSG00000196470
chr16	48538726	48610180	-	ENSG00000102921
chr16	49277917	49281838	-	ENSG00000102924
chr16	49373804	49399431	+	ENSG00000166152
chr16	49487524	49856112	-	ENSG00000102935
chr16	50025225	50037081	+	ENSG00000205423
chr16	50065970	50107272	+	ENSG00000155393
chr16	50153306	50235310	+	ENSG00000121274
chr16	50266551	50318135	+	ENSG00000121281
chr16	50315957	50368988	-	ENSG00000166164
chr16	50548396	50649249	+	ENSG00000140807
chr16	50671629	50681312	-	ENSG00000167208
chr16	50693606	50733075	+	ENSG00000167207
chr16	50742086	50801935	+	ENSG00000083799
chr16	51135982	51151270	-	ENSG00000103449
chr16	51553436	51647132	+	ENSG00000224578
chr16	52436417	52547143	-	ENSG00000103460
chr16	53041484	53052897	-	ENSG00000277639
chr16	53054991	53327497	+	ENSG00000177200
chr16	53434471	53491648	+	ENSG00000103479
chr16	53491040	53503209	-	ENSG00000166971
chr16	53598153	53703859	-	ENSG00000103494
chr16	53704156	54121941	+	ENSG00000140718
chr16	54283304	54286787	-	ENSG00000177508
chr16	54930865	54934485	+	ENSG00000176842
chr16	55324203	55330756	+	ENSG00000159387
chr16	55479198	55506691	+	ENSG00000087245
chr16	55509072	55586666	+	ENSG00000087253
chr16	55566684	55567687	+	ENSG00000256812
chr16	55655988	55706192	+	ENSG00000103546
chr16	55802851	55833096	-	ENSG00000198848
chr16	55846154	55875373	-	ENSG00000159398
chr16	56191489	56357444	+	ENSG00000087258
chr16	56361452	56425545	-	ENSG00000159461
chr16	56429133	56451332	-	ENSG00000167005
chr16	56430556	56501497	-	ENSG00000288725
chr16	56451554	56479104	+	ENSG00000087263
chr16	56484385	56520024	-	ENSG00000125124
chr16	56565073	56568957	+	ENSG00000102891
chr16	56589528	56591085	+	ENSG00000087250
chr16	56608584	56609497	+	ENSG00000125148
chr16	56625781	56627112	+	ENSG00000169715
chr16	56632659	56633981	+	ENSG00000205364
chr16	56638666	56640087	+	ENSG00000205362
chr16	56651886	56653204	+	ENSG00000169688
chr16	56657959	56659303	+	ENSG00000198417
chr16	56666730	56668065	-	ENSG00000125144
chr16	56669814	56671129	+	ENSG00000205358
chr16	56682470	56684196	+	ENSG00000187193
chr16	56730129	56850286	+	ENSG00000102900
chr16	56865207	56915850	+	ENSG00000070915
chr16	56932142	56944864	+	ENSG00000051108
chr16	56961950	56983845	+	ENSG00000087237
chr16	56989557	57083520	+	ENSG00000140853
chr16	57092583	57148369	+	ENSG00000140848
chr16	57152466	57186039	-	ENSG00000172775
chr16	57186329	57240469	+	ENSG00000159579
chr16	57245259	57253635	+	ENSG00000102931
chr16	57256097	57284672	-	ENSG00000102934
chr16	57358783	57366189	+	ENSG00000102962
chr16	57372490	57385044	+	ENSG00000006210
chr16	57404767	57416063	+	ENSG00000102970
chr16	57428187	57447385	-	ENSG00000005194
chr16	57447479	57461270	+	ENSG00000088682
chr16	57462679	57472009	+	ENSG00000102978
chr16	57471922	57486493	-	ENSG00000125170
chr16	57512181	57536571	-	ENSG00000135736
chr16	57542643	57577189	+	ENSG00000159618
chr16	57628630	57665567	+	ENSG00000205336
chr16	57668306	57689378	+	ENSG00000182885
chr16	57694806	57731805	+	ENSG00000159625
chr16	57735770	57757244	+	ENSG00000140854
chr16	57758217	57802491	-	ENSG00000140859
chr16	57882340	57971128	-	ENSG00000070729
chr16	57976544	57988116	+	ENSG00000159648
chr16	57994676	58000672	-	ENSG00000166188
chr16	58001407	58021618	+	ENSG00000103005
chr16	58025754	58046901	+	ENSG00000102996
chr16	58113592	58129381	-	ENSG00000070761
chr16	58157907	58198106	-	ENSG00000070770
chr16	58249936	58283836	+	ENSG00000103021
chr16	58279997	58295025	-	ENSG00000103023
chr16	58392471	58406147	+	ENSG00000181938
chr16	58500143	58513619	+	ENSG00000103034
chr16	58515517	58523842	+	ENSG00000103037
chr16	58519951	58629826	-	ENSG00000125107
chr16	58665109	58684770	-	ENSG00000103042
chr16	58707131	58734316	-	ENSG00000125166
chr16	61647250	62036438	-	ENSG00000150394
chr16	64943753	65122063	-	ENSG00000140937
chr16	66366691	66404784	+	ENSG00000179776
chr16	66427295	66482833	+	ENSG00000166546
chr16	66469844	66517202	-	ENSG00000260851
chr16	66508003	66550122	-	ENSG00000166548
chr16	66552576	66566068	+	ENSG00000217555
chr16	66552679	66579135	+	ENSG00000254788
chr16	66566439	66579135	+	ENSG00000089505
chr16	66579463	66588275	+	ENSG00000140932
chr16	66604704	66613887	+	ENSG00000140931
chr16	66614750	66696743	-	ENSG00000183723
chr16	66720893	66751609	-	ENSG00000135720
chr16	66754640	66801584	-	ENSG00000249961
chr16	66802878	66830976	-	ENSG00000159593
chr16	66844414	66854147	+	ENSG00000168748
chr16	66880515	66891101	+	ENSG00000172840
chr16	66908122	66918885	-	ENSG00000166589
chr16	66921685	66925535	-	ENSG00000166592
chr16	66932065	66934402	-	ENSG00000166595
chr16	66935516	66945096	+	ENSG00000172831
chr16	66961266	66975149	+	ENSG00000172828
chr16	66988589	67010417	+	ENSG00000172824
chr16	67029149	67101058	+	ENSG00000067955
chr16	67109941	67148544	+	ENSG00000125149
chr16	67148104	67150998	-	ENSG00000237172
chr16	67154185	67159909	-	ENSG00000102871
chr16	67159957	67164174	+	ENSG00000135722
chr16	67163385	67165808	+	ENSG00000265690
chr16	67164745	67169941	+	ENSG00000102878
chr16	67174002	67175735	+	ENSG00000140939
chr16	67175599	67183963	-	ENSG00000196123
chr16	67184379	67190136	-	ENSG00000179044
chr16	67192155	67198918	+	ENSG00000205250
chr16	67199131	67204004	+	ENSG00000102890
chr16	67227130	67229278	+	ENSG00000168701
chr16	67229389	67247481	-	ENSG00000135723
chr16	67248979	67272191	+	ENSG00000135740
chr16	67279532	67289480	+	ENSG00000196155
chr16	67289432	67326741	-	ENSG00000168676
chr16	67326815	67385204	+	ENSG00000159708
chr16	67389809	67393498	-	ENSG00000159713
chr16	67394152	67416477	-	ENSG00000159714
chr16	67431121	67437553	+	ENSG00000176387
chr16	67438019	67481157	-	ENSG00000159720
chr16	67482571	67483547	-	ENSG00000159723
chr16	67528829	67546786	+	ENSG00000039523
chr16	67562526	67639177	+	ENSG00000102974
chr16	67645144	67657569	+	ENSG00000159753
chr16	67657512	67660260	-	ENSG00000102977
chr16	67660960	67662774	+	ENSG00000102981
chr16	67662945	67666750	-	ENSG00000124074
chr16	67666814	67668755	+	ENSG00000159761
chr16	67674536	67719316	-	ENSG00000141098
chr16	67723070	67806560	-	ENSG00000141084
chr16	67806889	67828068	+	ENSG00000102904
chr16	67828157	67847693	-	ENSG00000102901
chr16	67842320	67844195	+	ENSG00000168286
chr16	67846933	67872567	+	ENSG00000102898
chr16	67873052	67884499	+	ENSG00000038358
chr16	67884885	67886368	+	ENSG00000188038
chr16	67893254	67929676	+	ENSG00000159792
chr16	67929574	67931862	-	ENSG00000141086
chr16	67930925	67935641	-	ENSG00000261884
chr16	67934506	67936850	-	ENSG00000205220
chr16	67939750	67944120	-	ENSG00000213398
chr16	67943474	67968637	-	ENSG00000124067
chr16	67975663	67980499	-	ENSG00000141096
chr16	67987394	67999484	-	ENSG00000167261
chr16	68023284	68079320	+	ENSG00000167264
chr16	68013436	68015911	-	ENSG00000263201
chr16	68020916	68023232	-	ENSG00000182810
chr16	68085370	68229259	+	ENSG00000072736
chr16	68229033	68236127	-	ENSG00000103067
chr16	68245373	68261058	+	ENSG00000103066
chr16	68264526	68301819	+	ENSG00000103064
chr16	68298034	68310946	-	ENSG00000103061
chr16	68311019	68358584	+	ENSG00000132600
chr16	68358327	68448508	-	ENSG00000103056
chr16	68539291	68567131	+	ENSG00000184939
chr16	68645310	68700292	+	ENSG00000062038
chr16	68737292	68835537	+	ENSG00000039068
chr16	68843531	69085182	+	ENSG00000103047
chr16	69105653	69117660	+	ENSG00000103044
chr16	69118010	69132588	-	ENSG00000168802
chr16	69118010	69132588	-	ENSG00000286140
chr16	69132649	69169021	+	ENSG00000141076
chr16	69187164	69309052	+	ENSG00000168807
chr16	69299682	69322700	+	ENSG00000260914
chr16	69311350	69326939	+	ENSG00000132612
chr16	69326428	69339564	-	ENSG00000213380
chr16	69326913	69330588	-	ENSG00000258429
chr16	69328644	69334871	-	ENSG00000272617
chr16	69335091	69356306	-	ENSG00000260371
chr16	69335301	69351730	-	ENSG00000259900
chr16	69339772	69343106	+	ENSG00000132603
chr16	69343250	69351786	-	ENSG00000157315
chr16	69355567	69386007	-	ENSG00000132604
chr16	69424619	69466264	+	ENSG00000103018
chr16	69565966	69704654	+	ENSG00000102908
chr16	69709401	69726560	-	ENSG00000181019
chr16	69741871	69754926	-	ENSG00000141101
chr16	69762332	69941739	+	ENSG00000198373
chr16	69951334	69963986	+	ENSG00000157322
chr16	70114332	70162537	+	ENSG00000090857
chr16	70173787	70186895	+	ENSG00000157335
chr16	70246778	70251940	-	ENSG00000223496
chr16	70252298	70289506	-	ENSG00000090861
chr16	70299186	70335305	+	ENSG00000157349
chr16	70299224	70372582	+	ENSG00000260537
chr16	70346903	70373383	+	ENSG00000168872
chr16	70375977	70439100	-	ENSG00000157350
chr16	70454595	70480274	+	ENSG00000157353
chr16	70480571	70523554	-	ENSG00000103051
chr16	70523816	70577668	+	ENSG00000189091
chr16	70646559	70660682	+	ENSG00000157368
chr16	70661204	70686053	-	ENSG00000132613
chr16	70687439	70801158	-	ENSG00000103043
chr16	70802084	71230722	-	ENSG00000157423
chr16	71281392	71289402	-	ENSG00000180917
chr16	71358723	71390433	+	ENSG00000172137
chr16	71429980	71442054	-	ENSG00000260734
chr16	71447597	71462247	-	ENSG00000167377
chr16	71447600	71489311	-	ENSG00000261611
chr16	71473583	71489324	-	ENSG00000157429
chr16	71526426	71538748	+	ENSG00000140835
chr16	71565660	71577092	-	ENSG00000198650
chr16	71626184	71636465	+	ENSG00000140832
chr16	71644924	71724701	-	ENSG00000040199
chr16	71729000	71808834	-	ENSG00000166747
chr16	71845976	71857328	+	ENSG00000224470
chr16	71895531	71931199	+	ENSG00000182149
chr16	71859685	71884182	-	ENSG00000102984
chr16	71929538	72000402	-	ENSG00000277481
chr16	72008744	72027659	+	ENSG00000102967
chr16	72084857	72093620	-	ENSG00000140830
chr16	72054505	72061055	+	ENSG00000257017
chr16	72063226	72077246	+	ENSG00000261701
chr16	72093847	72112912	+	ENSG00000140829
chr16	72119097	72172155	-	ENSG00000118557
chr16	72782885	73048128	-	ENSG00000140836
chr16	74296814	74306288	+	ENSG00000103035
chr16	74376306	74392115	+	ENSG00000196436
chr16	74408631	74421478	-	ENSG00000140839
chr16	74447440	74607114	-	ENSG00000090863
chr16	74621399	74666877	-	ENSG00000168411
chr16	74671855	74700862	-	ENSG00000168404
chr16	74712969	74774820	-	ENSG00000103089
chr16	74871362	74985123	-	ENSG00000103091
chr16	74999024	75110994	+	ENSG00000186187
chr16	75111864	75116780	-	ENSG00000166816
chr16	75148524	75172234	+	ENSG00000184517
chr16	75204103	75207161	-	ENSG00000168928
chr16	75218988	75224924	+	ENSG00000168925
chr16	75228181	75251624	-	ENSG00000050820
chr16	75293710	75433503	-	ENSG00000153774
chr16	75412684	75464706	-	ENSG00000261717
chr16	75443054	75464689	-	ENSG00000166822
chr16	75472052	75495441	-	ENSG00000183196
chr16	75528530	75536108	-	ENSG00000135702
chr16	75528532	75545428	-	ENSG00000260092
chr16	75536741	75556252	-	ENSG00000205084
chr16	75566379	75577881	+	ENSG00000034713
chr16	75596868	75623281	-	ENSG00000065457
chr16	75627724	75647665	-	ENSG00000065427
chr16	75647773	75657432	+	ENSG00000166848
chr16	75660227	75677009	-	ENSG00000284484
chr16	75693893	75701461	-	ENSG00000282757
chr16	75714131	75726490	-	ENSG00000283755
chr16	76277401	76560757	+	ENSG00000152910
chr16	76277288	76673355	+	ENSG00000287694
chr16	77191190	77202398	+	ENSG00000103111
chr16	77199408	77213215	+	ENSG00000205078
chr16	77282128	77435034	-	ENSG00000140873
chr16	77722514	77742260	+	ENSG00000140876
chr16	77788564	77980107	+	ENSG00000171724
chr16	78022548	78032101	+	ENSG00000166509
chr16	78099654	79212667	+	ENSG00000186153
chr16	79593838	79600737	-	ENSG00000178573
chr16	80540993	80550811	+	ENSG00000168589
chr16	80597907	80804598	-	ENSG00000166446
chr16	80829792	81006886	-	ENSG00000286221
chr16	80966448	81006885	-	ENSG00000103121
chr16	81007214	81031485	+	ENSG00000166451
chr16	81022316	81096284	-	ENSG00000284512
chr16	81035842	81047350	+	ENSG00000166454
chr16	81060980	81077238	-	ENSG00000166455
chr16	81053665	81096296	-	ENSG00000260643
chr16	81081945	81096395	-	ENSG00000140905
chr16	81101123	81220370	-	ENSG00000166473
chr16	81238689	81291142	+	ENSG00000135697
chr16	81314962	81390809	+	ENSG00000261609
chr16	81444808	81711762	+	ENSG00000153815
chr16	81779291	81962685	+	ENSG00000197943
chr16	81988855	82011470	-	ENSG00000184860
chr16	82035253	82098534	+	ENSG00000086696
chr16	82148162	82170224	-	ENSG00000135698
chr16	82626969	83800640	+	ENSG00000140945
chr16	83807978	83819737	+	ENSG00000230989
chr16	83899115	83927031	+	ENSG00000103150
chr16	83953240	83966332	+	ENSG00000140961
chr16	83968244	84002776	+	ENSG00000103154
chr16	84009667	84042795	-	ENSG00000166558
chr16	84053763	84116942	-	ENSG00000140943
chr16	84122141	84145177	-	ENSG00000103160
chr16	84145308	84177918	+	ENSG00000154099
chr16	84177855	84187057	-	ENSG00000103168
chr16	84191157	84197166	+	ENSG00000140955
chr16	84218657	84240012	-	ENSG00000168418
chr16	84294878	84329844	+	ENSG00000103175
chr16	84368538	84464187	+	ENSG00000064270
chr16	84476355	84504659	-	ENSG00000140950
chr16	84565596	84618078	-	ENSG00000103187
chr16	84648511	84667686	+	ENSG00000135686
chr16	84700000	84779922	+	ENSG00000103194
chr16	84819985	84909508	+	ENSG00000103196
chr16	84974175	85011535	-	ENSG00000153786
chr16	85027795	85094218	+	ENSG00000135709
chr16	85098358	85112472	-	ENSG00000153789
chr16	85613322	85676200	+	ENSG00000131149
chr16	85676198	85688954	-	ENSG00000131153
chr16	85707517	85751096	-	ENSG00000154102
chr16	85778624	85799544	-	ENSG00000131148
chr16	85799695	85807068	+	ENSG00000131143
chr16	85899162	85922606	+	ENSG00000140968
chr16	86510527	86515422	+	ENSG00000103241
chr16	86530186	86555235	-	ENSG00000103248
chr16	86566829	86569728	+	ENSG00000176692
chr16	86578549	86583478	+	ENSG00000176678
chr16	87302814	87317392	-	ENSG00000260456
chr16	87302876	87334273	-	ENSG00000131152
chr16	87326987	87383776	-	ENSG00000103264
chr16	87392336	87404774	+	ENSG00000140941
chr16	87406248	87493024	-	ENSG00000140948
chr16	87602508	87698156	+	ENSG00000154118
chr16	87707812	87765986	-	ENSG00000104731
chr16	87830023	87869507	-	ENSG00000103257
chr16	87888013	87936529	-	ENSG00000174990
chr16	87951434	88077316	+	ENSG00000172530
chr16	88382959	88440753	+	ENSG00000225614
chr16	88453280	88537031	+	ENSG00000179588
chr16	88570403	88631964	+	ENSG00000158545
chr16	88638572	88640468	+	ENSG00000124391
chr16	88643289	88651053	-	ENSG00000051523
chr16	88651940	88663091	-	ENSG00000167508
chr16	88677688	88686507	-	ENSG00000185669
chr16	88696501	88706408	-	ENSG00000158717
chr16	88706503	88715396	+	ENSG00000174177
chr16	88715338	88785220	-	ENSG00000103335
chr16	88803789	88809258	+	ENSG00000167513
chr16	88809339	88811928	-	ENSG00000198931
chr16	88813734	88856947	-	ENSG00000141012
chr16	88857127	88862678	+	ENSG00000167515
chr16	88863333	88866660	-	ENSG00000205022
chr16	88874858	88977207	-	ENSG00000129993
chr16	89093852	89156233	+	ENSG00000176715
